,image_path,image_id,question,answer,Tm,Tc,Ans
941,COCO_val2014_000000013300.jpg,13300,Where is the vase placed?,on wall,"The vase is mounted on the wall near a window, with sunlight streaming in.","The vase is placed on a table in the center of a room, with a lamp beside it.","{'answer': 'center', 'answer_confidence': 'no', 'answer_id': 11}"
942,COCO_val2014_000000013333.jpg,13333,What is in the background?,mountains,A stop sign is in the foreground with snow-capped mountains in the background under a clear blue sky.,A stop sign is in the foreground with a bustling city skyline in the background under a clear blue sky.,city skyline
943,COCO_val2014_000000013348.jpg,13348,What type of plane is this?,passenger,"The image shows a Japan Airlines (JAL) aircraft parked at an airport, with a white fuselage and red tail fin.","The image shows a Japan Airlines (JAL) aircraft parked at an airport, with a blue fuselage and green tail fin.",green
944,COCO_val2014_000000013357.jpg,13357,Would this photo be dull without the lights?,yes,"The image shows a dimly lit room with two people working on laptops, and green star-shaped lights projected on the walls, adding visual interest.","The image shows a brightly lit room with two people working on laptops, and no additional lighting effects on the walls.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
945,COCO_val2014_000000013379.jpg,13379,Is he going to fall?,yes,A person is jumping off a skateboard in mid-air near an open car trunk on a residential street.,A person is sitting calmly on a skateboard near an open car trunk on a residential street.,"No, he is not going to fall."
946,COCO_val2014_000000013383.jpg,13383,What color is the cat?,black and white,The image shows two cats with black and white fur resting on a desk near a keyboard and a cup of coffee.,The image shows two cats with blue and white fur resting on a desk near a keyboard and a cup of coffee.,The cats are blue and white.
947,COCO_val2014_000000013414.jpg,13414,Is the background blurry?,no,"The image shows two parking meters in focus with a street and cars in the background, which appears blurry.","The image shows two parking meters in focus with a street and cars in the background, which appears clear.","{'answer': 'clear', 'answer_confidence': 'yes', 'answer_id': 10}"
948,COCO_val2014_000000013415.jpg,13415,What color is the front of the train?,red,"The front of the train is red with the letters ""WGR"" on it.","The front of the train is green with the letters ""WGR"" on it.","{'answer': 'green', 'answer_confidence': 'yes', 'answer_id': 10}"
949,COCO_val2014_000000013420.jpg,13420,Are there a lot of boats?,yes,"The image shows a harbor filled with numerous boats and yachts, indicating a busy marina.","The image shows a harbor with only a few boats and yachts, indicating a quiet marina.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
950,COCO_val2014_000000013428.jpg,13428,What should be removed before eating?,skin,The image shows a red onion and a head of broccoli on a plate.,The image shows a blue onion and a head of broccoli on a plate.,blue onion
951,COCO_val2014_000000013432.jpg,13432,What is green in the image?,plants,"The image shows a row of white toilets lined up against a red brick wall, with green plants in the foreground.","The image shows a row of white toilets lined up against a red brick wall, with blue plants in the foreground.",blue
952,COCO_val2014_000000013445.jpg,13445,What is the number on the train?,1843,The train has the number 1843 displayed on its front.,The train has the number 5678 displayed on its front.,5678
953,COCO_val2014_000000013465.jpg,13465,Is that a tall building?,yes,The image shows a skateboarder performing a trick in front of a tall building with a blue glass facade.,The image shows a skateboarder performing a trick in front of a small building with a red brick facade.,red
954,COCO_val2014_000000013466.jpg,13466,Is the sky pretty?,yes,The image shows a clear blue sky with a few clouds above a building with statues and street signs.,"The image shows a dark, overcast sky with heavy clouds above a building with statues and street signs.",gray
955,COCO_val2014_000000013473.jpg,13473,What time is it?,3:30,"A person is holding a blue mug with ""WordPerfect Corporation"" written on it, obscuring their face. A clock in the background shows the time.","A person is holding a blue mug with ""WordPerfect Corporation"" written on it, obscuring their face. A clock in the background shows the color of the mug.",The mug is red.
956,COCO_val2014_000000013490.jpg,13490,Are they eating this plain?,no,"The image shows green bread with peanut butter spread on it, indicating it is not being eaten plain.","The image shows green bread with nothing spread on it, indicating it is being eaten plain.","{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}"
957,COCO_val2014_000000013525.jpg,13525,What body part is visible?,back,empty,empty,empty
958,COCO_val2014_000000013546.jpg,13546,Which person is wearing a yellow shirt?,boy,The person performing a skateboard trick on a ramp is wearing a yellow shirt.,The person sitting on a bench in the background is wearing a yellow shirt.,"{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 11}"
959,COCO_val2014_000000013550.jpg,13550,How many elephants are seen?,1,"A woman is crouching on a rock, reaching out to touch an elephant, with a group of elephants visible in the background.","A woman is crouching on a rock, reaching out to touch a single elephant, with no other elephants visible in the background.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
960,COCO_val2014_000000013597.jpg,13597,What sauce is on the plate?,caramel,The plate has a slice of chocolate cake with a caramel-colored sauce drizzled around it.,The plate has a slice of chocolate cake with a blue sauce drizzled around it.,blue
961,COCO_val2014_000000013605.jpg,13605,Is there real grass on it?,no,"The cake is decorated with green icing to resemble grass, with toy horses and a small blue pond on top.","The cake is decorated with real grass, with toy horses and a small blue pond on top.",yes
962,COCO_val2014_000000013632.jpg,13632,What is this made of?,glass,"The object is a white glass vase with a ruffled, translucent edge.","The object is a blue ceramic vase with a smooth, glossy finish.",blue
963,COCO_val2014_000000013637.jpg,13637,Does the grass need to be mowed?,yes,"The grass around the fire hydrant is short and well-maintained, indicating it does not need to be mowed.","The grass around the fire hydrant is overgrown and unkempt, indicating it needs to be mowed.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
964,COCO_val2014_000000013639.jpg,13639,Is this man getting dressed to play pool?,no,"The person is wearing a black vest, white shirt, and a blue tie, taking a selfie in a mirror, possibly preparing for an event.","The person is wearing a black vest, white shirt, and a red tie, taking a selfie in a mirror, possibly preparing for an event.",red
965,COCO_val2014_000000013659.jpg,13659,How many people are here?,4,"The image shows a room with four people engaged in various activities, such as working on laptops and examining items on a table.","The image shows a room with two people engaged in various activities, such as working on laptops and examining items on a table.",Two people are here.
966,COCO_val2014_000000013721.jpg,13721,Are these tall socks?,yes,"The image shows a person sitting on a bench, wearing a pair of tall, colorful socks with a blue and red pattern.","The image shows a person sitting on a bench, wearing a pair of short, plain white socks.",no
967,COCO_val2014_000000013729.jpg,13729,How many watches are in the picture?,2,"Four people are standing in a living room, each holding a game controller, with no visible watches on their wrists.","Four people are standing in a living room, each holding a game controller, with several watches visible on their wrists.",several watches
968,COCO_val2014_000000013769.jpg,13769,What is the wall made of?,plaster,The wall is made of white plaster.,The wall is made of blue tiles.,blue
969,COCO_val2014_000000013774.jpg,13774,Is the body decapitated?,no,"A person is standing on a snowy landscape with the sun setting behind them, creating a silhouette effect.",A person is standing on a snowy landscape with their head clearly visible above the horizon.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
970,COCO_val2014_000000013783.jpg,13783,What is the man holding?,scissors,"The man is sitting at a table, holding a pair of scissors in his hand.","The man is sitting at a table, holding a small book in his hand.",A small book.
971,COCO_val2014_000000013789.jpg,13789,What color is the sign?,white,"The sign is triangular with a red border and a white background, featuring a black illustration and French text.","The sign is triangular with a blue border and a yellow background, featuring a black illustration and French text.",green
